Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
4892,B0018ATXEU,A765FXDHIRE5M,ozzy0416,0,0,2,1285372800,toffifay,When I got this it was melted through the package and what wasn't completely destroyed was stuck to the inside of the wrappers.  You would think that if you are going to ship chocolate in the summer time you would pack it in something cold.  I wasn't very happy with it.  I love the candy and once you peeled it off the insides of the wrappers it was good.
4898,B004JWS0CA,AU8NWWRKX07XH,Dan,2,2,2,1317772800,Very weak,"Very weak blend, slightly bitter aftertaste.  Noticeably light brew when brewing.  Won't purchase again, in fact, I regret this purchase.  Even on 4 oz brew, still really weak taste."
4913,B0009JMW1C,A1F4GPSGP59IHL,A. Chase,1,1,2,1299196800,didn't work for me,"After reading all the great reviews, I optimistically ordered some of this tea. I've had problems with sinus congestion very often this winter and have tried all kinds of remedies with little success.  Unfortunately, this really didn't do anything for me.  The taste is OK (bearable), but it did nothing to relieve my sinus congestion.  (So far the only things I've found that have helped me somewhat are the Vicks personal warm mist humidifier and Neti Xlear)"
4916,B0009JMW1C,A210U5Q8OVTAL0,"Me ""Dark Child""",0,0,1,1347235200,Didn't Do Nothing!,"This tea didn't do anything, steal have issues with itching throat, ear and everything else. But I do enjoy the smell of it.. ill say it last up to a few hours and that's it."
4918,B0009JMW1C,A2NUTNNFF11492,squidly28,0,0,2,1343952000,Didn't work for me,"I had high hopes when I purchased this produce, shipping was amazingly fast and I've tried it a few times. I don't enjoy the taste, and since I don't sweeten my tea, it wasn't that great, and it did nothing for my sinuses. Will not purchase again but I do recommend the seller."
4919,B0009JMW1C,A1TKGURK1MW1U6,R. Cleveland,0,0,1,1334102400,No effect for this sinus sufferer,"I bought this tea during a major sinus infection crisis which included headache, earache, toothache. I drink multiple cups over a few days, and am sad to report it had absolutely no effect. Taste is so-so, but that's not really what matters. As every sinus sufferer knows, if eating dirt would make the pain go away, we'd eat dirt."
4926,B0009JMW1C,A29UYZDM2225ZL,Gini,0,1,1,1342224000,I had 3 EMPTY tea bags...BEWARE!,"I have ordered numerous teas, potions, lotions and other remedies...BUT have never had a lack of product in an order that was sealed.  The tea bag wrapping in question was sealed without a tea bag inside.  I would have said something sooner, however...I only tried these when I had a sinus infection and the last 3 times I tried to use one...the sealed pouch was EMPTY.  BEWARE!"
4928,B000FYYOZI,A21J63XJUC5D75,Healthy Lifer,5,5,2,1233705600,Popular with some - not me,"All natural beef, but too soft for my taste - doesn't have the 'snap' and drier outer surface that some like.  This is a matter of personal taste - the product is good, just not for everyone.<br />I suggest trying this company's old fashioned cold-smoked beef-sticks.  Strong hickory flavor, a good bite of spice, and drier texture.<br />This company has superb customer service!"
4949,B000FYYOZI,A23R7PBSPAXIET,d-a-v-i-n,0,1,2,1223251200,"Good, Just not what I was looking for","I couldn't resist the price... so many beef sticks for so cheap. However, I think I was expecting something different. The jerky has a good taste, and at first it wasn't very oily, but as they got older (and exposed to the air) I did notice some oil spots forming through the casings of the sticks. Overall, if you can consume this, say, within 1 week of opening, they are great! If you need something that will stick around longer (stick, get it?) then maybe this isn't the right product. They also sent me a free sample of some of their other products with my order, and the shipping was quick. I like the company, the beef sticks just weren't what I was looking for, I guess."
4965,B001DW2RGO,A25BXIJ3QC7IMG,"Suzanne Jackson ""Suzanne Jackson""",0,0,1,1350950400,No Habla Espanol,I guess it does the job okay.  And it's much cheaper than 5-Hour brand.  But the packaging it arrived in was in Spanish.  Since I don't speak or read Spanish I was a little leery of this item since it was impossible for me to read ingredients and nutritional information panel.<br />The item is labelled as being made in the USA but the website on the label has a .mx extension for being a Mexican company.<br />I don't have anything against our neighbors to the south.  I just expect that when I buy something on Amazon that the labeling will be in English unless otherwise stated.
4968,B001DW2RGO,A3VLQG2OAMBH1N,"Amazon Prime Addict ""Tony""",0,3,2,1325635200,Didn't make the cut,I took a chance with this product (even though there weren't enough good reviews) since they are cheaper than 5 hour energy.  They did not work for me so I tried Red Rain which did work and was even cheaper.  Red Rain DID work for me so I am done with 5 hour energy and 6 hour power. The ingredients are pretty close to 5 hour energy but someone is lying since it doesn't work.
4969,B001DW2RGO,AEXQ4DGMPCZ03,Thaddeus Messenger,2,11,1,1283126400,Blecch...,"I've tried a few of the different energy shots, and found that the ""5 hour energy"" have a flowery note (lavender?) in all of their flavours.<br /><br />I can't say I like it. The _effect_ is ok, but the flavour is like bad/flat orange pop, and is otherwise uninspiring. I think I'd prefer the more standard 'berry' flavour of other shots vs this one."
4970,B001DW2RGO,A2BSS7HRW4II80,Drew,0,9,1,1336953600,Deadly Product,"I had to be taken to the ER in an ambulance earlier, the day before yesterday. I was having seizures, near-syncope (passing out, but still being somewhat conscious), couldn't breathe, and my blood pressure was at stroke level. I felt like and thought I was dying (or maybe already) dead for about 3 hours. It was painful and horrifying. I think I figured out what it was that caused my near-death experience. It was probably the energy-shot I took 20 minutes before then. I don't usually take something like that. Someone offered it to me, and I was so tired, I didn't even look at the bottle and took it. Please, don't use these!"
4979,B001EO5ZDI,A3JLZ595QFDLNP,"Super Mom ""Sarah""",3,3,2,1271462400,Not good quality,"I received these in bad condition. Most of them were broken, but the ones that weren't had holes in them. They were so weak that they would tear when you tried to roll them. I would try three ladies brand. They are a way higher quality."
4981,B001EO5ZDI,A1773950VM8LFD,Laughingbuddah00,1,1,1,1305244800,What Happened?!,"I purchase Banh Trang Spring Rolls Skin frequently to prepare a tasty batch of fresh spring rolls, but recently I got a container with black spots mixed into the skin.  I tried to rinse them off when they were soaking but it didn't work and had to be thrown away.  At the bottom of the container, 5 skins had what looked to be tiny ants embedded within the skin.  At that point, I decided not to have fresh spring rolls at all until I purchased a fresh batch of a different brand..  When trying to find the company on the internet to write them directly, I was unable locate their company webpage, although there were many references to the Co. name Bahn Trang."
4982,B001EO5ZDI,A253DU47P8V1BS,A. Low,1,1,1,1273536000,Amazon: please offer 3 ladies brand rice paper,I bought this brand and it was just horrible. Amazon needs to source and offer 3 Ladies brand wrappers as they are just superior to anything out on the market today.
4993,B002Z9NKUG,A1Z4LX3Q1YMF84,"Cindy A. Osterhout ""Cindy O""",0,0,2,1346112000,INDIGESTION OF MAJOR PROPORTIONS,"I have one cat who cannot tolerate THIS PARticular Fancy Feast Salmon Product. It is only the Shredded one that gets her, but get it does.<br />Everytime she eats it, she throws it up all over everywhere. My shoes, the white rug and gratefully, the tile.<br /><br />She ate this for several years with occasional upsets, but now it is EVERY time. No more for this family. I realize that this occurs on an individual basis USUALLY.<br /><br />But, I also have one younger kitty who is at the ""occasional upset"" stage. So, if you have a kitty with a tender tummy, I would avoid this!!"
4996,B00653KJ5M,AGE64SY3HP9RV,CZ,1,1,2,1341273600,The cavemen must have been wealthy,"I really wanted to like these.<br /><br />First off, these cookies are about the size of a half dollar and aren't that thick. And they are more like fudge that cookies. Look at the ingredients. They are nut flour held together with honey. They need some egg or something. They are gooey and sticky. They are extremely sweet and pack a whopping 10-15g carbs each and yes that is not counting the fiber.<br /><br />I'm sorry I appreciate the effort guys but in my option these are a novetly. They are too expensive and too non-functional to be a serious part of your regular diet."
4997,B00653KJ5M,A1MPEPNJ2NKWM,Rachel Albert Matesz,1,1,1,1341100800,These cookies need work; you can make your own at home,"I was not impressed with these cookies when I tried them, when they first came out and the company had only one flavor. I did not care for them but I knew that something more satisfying could be had because I'd tried others.<br /><br />I have found many great paleo cookie recipes on web sites and in paleo cookbooks that I love and they my friends, cooking students, and neighbors have really enjoyed. If you're looking for rock your taste buds paleo cookies, I suggest you check out the recipes for chocolate chip cookies and other flavors of cookies made from blanched almond flour found in The Gluten Free Almond Flour Cookbook, Make It Paleo, and on Elana Amsterdam's web site."
5003,B00653KJ5M,A2IMM1IOY8Y36C,"Emma McCreary ""cheekyboots""",1,2,1,1333497600,taste just awful!,"I've been Paleo for six months, as has my partner. We both found these inedible. All four kinds (which, by the way, taste nearly the same).<br /><br />I'm not sure what it is about them either. It seems like they would be good from the ingredients. But something about the combination of flavors just does not taste good. I kept trying them again, hoping that they would grow on me. They sure didn't. We finally tossed them.<br /><br />So, I would advise getting just one from a local co-op or something before you buy a whole bunch online. I sure which I had."
5005,B0007XXPPW,A32RBJVFSTRK2,Cautious Shopper,1,2,1,1213833600,Too expensive to buy here.,Formula itself is great. Works wonders for a baby that spits up but WTF... why is it so expensive here? $121 for 6 12.9oz cans. That's $20 for a 12.9oz can when you can buy a 24oz can at any store for less than $25. Almost double the price...I don't get it.
5009,B003BLBVOY,A94ARGL32SASM,In L.A.,0,0,2,1344384000,The flavor is closer to salad dressing...,"I love using generous amounts of vinegar on sandwiches, salads, etc., but this drink was so vinegary that I got a bit of a tummy ache.  It tasted closer to salad dressing than it did a drink.  I tried really hard to like it, but no go."
5018,B000HDKZDC,A4WC07G97KYAU,A reader from New Hampshire,0,0,1,1348012800,Cost increased as size decreased,"I bought these bars for several years at my local co-operative grocery store, and ate them daily--they are tasty. However, the price increased nearly 100% during that time, and I noticed that, although the individual wrappers within the box remained the same size, the bar within the wrapper decreased. When I stopped buying these, the actual bar was only half the size of the wrapper. That's deceptive packaging, so I refuse to buy these any more. I suspect that other shoppers likewise complained, because last month the store where I bought these stopped carrying them."
5022,B000HDKZDC,A55OCDYYJZBSB,L. Rodgers,2,4,1,1311984000,eat a fig bar instead,"This product was a big disappointment.  The picture on the box is misleading.  These bars aren't chunky, the dough isn't flaky (more like cardboardy), they aren't filled with pieces of fruit, and if you didn't read the label (which claims about 30 items down the ingredient list that ""yogurt powder"" is added), you wouldn't have any idea you were eating yogurt at all.  The bars probably contain MSGs, with all of the ""natural flavorings,"" etc.  Whatever calcium and other vitamins might be present have probably been added in what the ingredients list calls a ""vitamin blend"" -- there's too little food in the bar to give you much nutrition, anyway.  The experience is very much like eating a long, thin fig bar -- only not as tasty.  The fig bars I buy at my neighborhood grocery contain sugar, but also real fruit, whole wheat, no MSGs, and no trans fats. I'd rather eat one of them. I won't be purchasing this product again."
5023,B000HDKZDC,A1V6F153RPPQ26,Trudy C. Coleman,1,4,2,1192579200,Not terribly appealing,"These aren't as good as other bars of this type. My kids won't eat them, nor will my husband. They are all fond of the Nutrigrain variety, but I thought these would be a healthier alternative."
5025,B000N5YM10,A1XMCVPC7SJANE,lavenderlady,0,0,1,1335571200,Waste of money...do not buy.,"Looked like a good deal, so I ordered the ground fennel, as well as 4 other spices and seasonings from this company, but was disappointed with them all. Zero flavor, not even the fragrance of the right herbs or spices when loosely sealed containers were opened. The dill smelled like dried musty grass, and the onion even worse. Ended up throwing them all away...save your money, DO NOT BUY THIS PRODUCT."
5029,B000FPKZZA,APSF40I11I482,"John D. Knox ""smilelyman""",0,1,1,1269648000,Dried out Mega Bone!,When I received this product it was old and dried out!  Dingo makes a good product.  I buy them all the time and my dog loves them but this supplier should pay more attention to what they ship.
5030,B001EO6BCC,A2ZGYWO4I208XD,dazedandconfused,4,4,1,1310947200,do not buy these,most of the nuts in these bags were so old they had turned black totally worthless will never order again
5031,B001EO6BCC,A2FBWT8OZ3QLQM,"T. R. Salinsky ""Jolly Otter Pioneer""",5,6,1,1230422400,terrible,"I did not even receive the correct product, what I received were raw UNSHELLEd peanuts, but had no option to return them becuase amazon does not allow this. I attempted to contact but got no reply, do not buy from here!"
5033,B001EO6BCC,A33CC2N1FGBY5T,"Lora Ci ""LC""",2,4,1,1256860800,Very poor service,"I would agree with the other poor ratings for Royal Oak - very poor customer service from Royal Oak. We ordered, this year, the exact same product as last year. When it arrived, the nuts were not the same product, and they would not refund or pay shipping for the return. Also, they only operate the few weeks that peanuts are 'in season.' Otherwise, emails and phone calls are not even acknowledged."
5047,B0026RHUP8,A25HTBL4Y9UZQU,L. Li,1,6,1,1274400000,Over priced,"Go to Costco, and you can buy lower than this  price per oz. Currently $32 ($3 off regular $34.99)+ tax for big size = 0.83$/oz.<br /><br />Besides, it is more convinient to return if you kid does not like this formula<br /><br />Be careful, many times some sellers over price a product, and still make the product rank in the best sellers."
5048,B0026RHUP8,A3BEAABX6BIG5I,Mema,1,6,1,1269993600,Enfamil Premium Power 23.4 can - 6 pk,"Be careful when odering this, because they say it's a 6 pk, but you will only get a 4 pk, plus the formula goes out in 4 months.  So if you did like I did and got it early for grandchildren your out of luck!  So I know I will not be buying off of this site again for food for my grandchildren, because they won't be able to eat it."
5049,B0026RHUP8,A1H40YTBGQTVWY,"L. Koffi ""VeganGal""",4,21,1,1276473600,Read and read well.,"If one reads this products ingredients they will find that the first ingredient is cows milk, then SUGAR (diabetic maker), then milk, again. The fourth ingredient is sunflower oil, fifth ingredient is maltodextrin which is starch produced from grain containing the sugars maltose and dextrin, with the seventh ingredient being, get this, tuna fish oil. They even feature vitamin D3, which is animal derived. There are four different sugar sources in it and some artificial flavor for good measure. If we really think about what we are feeding our babies, would we use this product? I know I wouldn't. Know your food sources."
5051,B001EO6BC2,A3KBUTSIFX0K9V,Steve,1,1,1,1346457600,Rotton Upon Receipt,These were rancid upon receipt.  Terrible.  Very little sugar if any used.  Something went wrong with these as I can't believe anyone would see this as a final product.  Both cans!
5060,B0017JHLA0,A190JZ6VFP2DXF,"Beartoothjoe ""Beartoothjoe""",1,1,1,1328745600,deceptive photo,"I felt ripped off. The photo clearly shows two bones and the price, at $8 plus, is indicative of two. I thought I was purchasing a ""bone"" packaged as two to a pack. Walmart sells identical big smoked knuckle bones for $3.50 ea. Why doesn't the photo show one bone instead of two if they are just shipping one? It wasn't worth the hassle to return the package to make my point of protest so I am doing it here.  Beartoothjoe"
5064,B007OWEOIQ,A17QK8KTU1JXSM,"E. Vinson ""Not all who wander are lost...""",2,3,1,1344470400,About the only good thing..,"Is that these are 60 calories per serving, however, in all honesty, I didn't make it through a full serving.<br /><br />I was excited about these, they looked like a ""grown up graham cracker"".<br /><br />First problem was the smell. They smelled like melted plastic, and something else I'd hesitate to even guess what it is, but it's bad. I bravely pulled out one small crisp, hoping that maybe it was the packaging that had the ... aroma. It was not. The crisp itself smells horrific.<br />I figured there was no way it could taste as bad as it smelled.<br />Second problem is that I was very, very wrong about that. They have a funky, chemical taste that just defies description. The aftertaste is sort of like a skunky/chewing on a plastic pen cap that went thru the wash/wet cardboard kinda taste. Seriously, it was awful.<br /><br />I tasted these about 45 minutes ago, and after drinking an entire bottle of water AND brushing my teeth, I CAN STILL TASTE IT.<br /><br />I'm glad these were an add-on, but they are still absolutely terrible. Their only redeeming quality is that they are cute. Not one single member of my family will actually eat them though, so this was definitely a waste of 3$. Had I known they would be this awful, I'd have just got a second bag of <a href=""http://www.amazon.com/gp/product/B007POA158"">Hi I'm Skinny Sticks, Sweet Onion Multigrain, 7-Ounce</a>.<br />Only 30 cent more than these, but MILES better in taste."
5069,B001872UAW,A36EA5Y29VIHEZ,Smith,0,1,1,1318204800,"Thick, sweet, heavy tomato base, not Mexican spiced.","Tortilla soup is one of my favorite soups, and I like both the tomato and chicken broth varieties. Although I didn't expect freshly fried tortilla strips or queso fresco in a canned soup, I did expect something that resembled all other tortilla soups I have tried, that is a LIGHT broth with a mix of vegetables, corn, beans chicken and Mexican spices. This soup is thick - really thick, like the thickest tomato soup you've ever had with a grilled cheese sandwich. It's also sweet, and does not taste in the least like a Mexican soup. Instead, imagine straight tomato soup with a bunch of vegetables, beans and some chicken thrown in.<br /><br />I ended up giving it all away, and, to be fair, one of the people I gave the soup to said her husband really liked it.<br /><br />For a canned soup that much more closely resembles real tortilla soup, try <a href=""http://www.amazon.com/gp/product/B0014EUB7I"">Campbell's Select Mexican Chicken Tortilla, 18.6-Ounce Cans (Pack of 12)</a>."
5079,B005H3BYHI,A16OX6U12GNZIT,islandboy08876,2,14,1,1319846400,not even close to coconut water!,"Coconut water should not be sweetened!!! Actually ""NO SUGAR SHOULD EVER BE ADDED"" sweeting things is an american custom, which ruins the real flavor of coconut water. I lived in Jamaica for 4 years and the bahamas for 2, and the coconut water from real coconut does not have any added sugar, its natural.<br />I will stick to buying the brown hard shell coconuts from the supermarket and drink that it's more natural and unaltered. These boxed, caned and packaged coconut water are nasty, i am still yet to try a brand, one of the many that i have tried that will make me wanna buy it."
5085,B001EO5ZFQ,A296NQU5FWDQD6,Tim Pheil,5,5,1,1242086400,No Heat!!,"It says Habenero peppers on the ingredients, but my guess is they just waved it over the closed bottle. Smells like molasses and soy sauce. Taste like molasses and soy sauce. Absolutely boring."
5087,B001EO5ZFQ,A1YXCRFDXSXQOE,"L. Wells ""Music LOVA""",3,4,1,1213660800,not authentic,"Tastes too sweet, which Jerk Seasoning is not.  Walker's woods is the most authentic to taste.  This was a waste."
5088,B001EO5ZFQ,A1E1Q8EEXCNEAD,reese,0,0,2,1338508800,Dont waste your money,"I thought I would try this, but I am sticking with my UNCLE JOES JERK SAUCE!!! This is sweet & not hot....should be hot if they are going to put jerk on the label"
5094,B001EO5ZFQ,A3D6OI36USYOU1,Ghenghis,1,5,1,1309392000,"Uh, NO!","(First of all, somebody is chasing me around and negging all my review so dont pay any<br />attention to those NO votes, they both arrived within minutes of posting this review.)<br /><br />This sickly sweetish molasses flavored thing is NOT jerk sauce, doesnt even remotely<br />resemble a bad facsimile. I dont know what World Harbors is thinking, cause this stuff<br />is horrible.<br /><br />BTW, I like their Teriyaki sauce, but this..... its as bad as it gets."
5103,B004157PZI,AFX029KWVZK0W,Joe,0,0,2,1315440000,"Tasty, but too sweet","These are very tasty, but way too sweet & sugary.  I felt like I was eating candy instead of meat.  If that's okay with you, then you'll probably love these, but I was looking for something a bit healthier.  Yes, I know it says 'sweet' in the product name, but I bought it because of the no hormone, no antibiotic, no artificial ingredient aspect."
5110,B005BD7WMK,A23L4JMO6S1EC1,Lynn,0,0,2,1338768000,Twinings Earl Grey decaf tea Kcups,"I wanted to love this because I LOVE Earl Grey tea, I NEED decaf and I ADORE the convenience of the Keurig.  Unfortunately, I don't love these.  The flavor is very weak and doesn't deliver on the aroma.  I typically use the large cup setting on the 3-size model, but even the small cup is wimpy with these.  I did find that mixing this one with a stronger-flavored decaf tea results in a more suitable strength, but then you have to make 2 cups of something. The English Breakfast decaf is a much better choice."
5156,B0031YJ38W,A33I3E7UCT95VS,Rebecca Lane Geary,0,1,2,1328486400,poor quality control.... moldy,"My kids love these, and we've ordered them often - but as was the case with at least one other reviewer, this batch came in with some mold. (I freeze them as soon as they arrive, so had the have been moldy upon arrival.)<br /><br />too bad - but at this price, won't run the risk of having to toss out product."
5192,B003R0LKSG,A1NUGHVW06D9AA,Amazonian,1,1,1,1341100800,CAT PUKED after eating this runny slop,"This slop has the color and consistency of baby diarrhea with whole peas in it. Our cat ate less than half a bowl of this slop and immediately puked all over the carpet!<br /><br />She devours the Felidae Platinum, (which we feed as an occasional alternative to Newman's Own Turkey). She was raised on Felidae dry, so I can say that generally the Canidae Company provides quality products... except for this grain-free slop. You can find the good stuff at: <a href=""http://www.amazon.com/gp/product/B000WFL09S"">Felidae Canned Cat Food for Senior and Overweight Cats, Platinum Diet Formula (Pack of 12 13 Ounce Cans)</a><br /><br />Absolutely do not order this slop from Amazon because they will charge you $10.70 for the privilege of returning the 11 cans your cat will not eat. Before you make the same stupid mistake I did, buy a can from your local pet food store and try it out first. Then, when your cat pukes this slop back up, you will only be out $1.59 instead of the $27.94 Amazon nailed me.<br /><br />In my opinion, your cat and you will be much better off with Newman's Own Organic cat food, especially the turkey and chicken. The Newman food literally brought our cat back from the brink of death! After we listened to our former vet and fed her Science Diet K/D, she dropped down to less than 4 pounds in a month. We switched her back to Newman's Own Turkey and within one 24-case of small cans she was back up to her usual weight of 6.2lbs, and has maintained that healthy weight for over 6 months. She also gained increased mobility after we stopped feeding her the K/D. I read somewhere that Science Diet buys veterinary students their books in exchange for their later recommendations of their products. Nice.<br /><br />Just say NO to Science Diet and Felidae Grain Free Formula. Here's the good stuff: <a href=""http://www.amazon.com/gp/product/B000VK8HJ0"">Newman's Own Organics Turkey & Vegetable Formula for Cats, 5.5-Ounce Cans (Pack of 24)</a><br /><br />(Did they really want me to post a video with this review? Would you? Then its unanimous, this review will remain video-free!)"
5194,B003R0LKSG,A42OEEMZT23LY,Angela Dailey,2,3,2,1302220800,Cats won't eat it,"I've been feeding Wellness grain-free for a while now and all three of them love it. I ordered the Felidae last time because the Wellness was no longer eligible for free shipping and the Felidae was - which makes the difference between whether it is a better deal to order it or buy it at Petco brick and mortar....None of my cats will eat it. They actually at NOTHING for the past 2 days since the only thing offered them was the Felidae. I broke down today and gave them a back-up can of 9-Lives grain free and they are happily curled up and purring now. I think Felidae is a high quality food and I only feed the lower quality grain-free food on rare occasion, but the rest of this case will be donated to my local shelter. Hopefully, something there will like it. I'm off for the trip to Petco for the Wellness."
5201,B003R0LKSG,AS0A4EHP1XRT8,sister46,3,5,1,1304640000,Poor value for the money,"The consistency of the grain free chicken, turkey, lamb and fish formula was like<br />baby poop.  There was so much water in this cat food that two cats went through a<br />full case in a short time.  I can put the water in the cat food.  It is misleading<br />and a poor value for the manufacturer to water down a product, call it a 13 oz can<br />and provide nothing like I have come to know and expect from other brands the same<br />size."
5202,B003R0LKSG,A3L5YMME3V8U9P,cat_butler,1,2,2,1308614400,my 3 cats won't eat it,"I was really hoping this grain free canned cat food will work for my 3 cats; looks like it has good ingredients but none of my 3 cats will eat it. In fact one of them will smell it and start doing the scratching thing like he smells poop. Another weird thing is the whole can is kind of soft and meshed like baby food but there are some whole green peas in it, not sure if that is by design or some green peas escape the meshing."
5212,B000G1X456,A27I4SNG31S63E,"E. Anne Fischer ""Annie""",0,0,2,1311206400,Not the best,"Yikes!  What was I thinking when I ordered 12 cans of this  stuff?  The food pantry may be getting some.<br /><br />It tastes like.....well, I can't use the words I'd like to.<br />Let's just say that it has no character at all...no distinct taste....if yu blinded yourself and then drank the coffee, I don't know if you'd even know it was coffee!<br /><br />I use just more than the amount suggessted;..;...doesn't help."
5218,B0075NJG3W,A1I0PEMIH7L8Q,leo,0,0,2,1348704000,Contains food preservatives,"Warning: it contains food preservatives. Other than that it is fine, but presence of preservatives in dates (!) justifies my low 2 star rating."
5232,B0009OMU00,A2VELL4FFV92RO,M. Miller,4,7,1,1214438400,Contains MSG,"The taste is great but it gave me a terrible migraine from the MSG.  Those who are sensitive beware.  Also, MSG addition is usually a way to fake true flavor."
5237,B0012YEKCW,A3MKCJ758HKPNB,BookLoverExtraordinaire,12,13,1,1196467200,Dead seeds,"The packet of these seeds that I received must have been old because I don't believe even 10% of them grew. I tried some several times in soil and water and only got a few sprigs of grass. I garden regularly (I live in Florida) so it's not that I don't know how, and I even followed the instructions to the letter, but they did not grow."
5299,B0017T1LI8,AAJZFZNWSDXDH,avidinternet,0,5,1,1294963200,Just a word of warning for those that love this tea,"Look at the ingredients...it is made with Black Tea...Google Black tea and Fluoride and you will see that black tea is LOADED with fluoride because it is made with the oldest part of the tea plant it contains the highest level of fluoride of any tea. Fluoride is not healthy for anyone. If you want a healthy natural tea, get one that is made with white tea leaves. White tea leaves still have all the beneficial antioxidant properties but much, much , much less fluoride than either black or green teas."
5307,B004XMIRU6,A36DS2XB09N2AF,Mamayunk,1,1,2,1337472000,Hawaii roasters Kona coffee review,Spent $29  for real kona coffee and didn't want the kona blend sold here. The Hawaiian roasters was disappointing. Tasted nothing like the kona we had everyday while honeymooning in Maui. Not good
5319,B004LQT0JG,A7EK88GF8N40F,Nicole S. Urdang,0,0,2,1328140800,Poor texture,"I like my chocolate tempered to some level of crispness. These nuts were chewy, not crunchy, and the chocolate coating was a bit mealy.<br />If you know anything about dark chocolate, and like yours with some snap, don't order these.<br /><br />Actually, the best dark chocolate covered walnuts are called Perigord and are available through a Canadian company called Kis Global.<br />They are sun dried, super crispy, covered in a fairly thin shell of 70% dark chocolate, and dusted with unsweetened cocoa.<br />Very adult and superb."
5331,B000BYLQW6,A1PLL3YR2F43O0,lesley j hogstad,0,0,1,1346889600,dont do it,We ordered the product...our dog loves them...but no one cares if its 100 degrees outside.  recieved in one big melted ball.  thought they would ship in dry ice.  If its summer or hot in your area dont order them !!
5334,B000BYLQW6,A2Y6DSIPNETNO6,"Linda Vest ""COCA COLA 1955""",0,3,1,1247270400,MELTED,BY THE TIME I RECEIVED THIS PRODUCT ALL 3 PACKAGES WERE MELTED SO ALL HAD TO BE THROWN AWAY BECAUSE EVERYTHING IN EACH BAG HAD MELTED TOGETHER
5335,B000BYLQW6,A3QXDGVQHUVJF,Protect Ur Pet,0,4,1,1292198400,SUGAR IS BAD FOR DOGS (First Ingredient is Sugar),"I can not believe that this is actually for sale. It needs to be recalled. Sugar is absolutely unhealthy for all your pets. They do not digest/assimilate sugar like we do. Every Vet will tell you  the same thing and you will never see any quality treats or food that has sugar or corn syrup on the ingredient list. If you do see it on the list, DO NOT BUY IT!!"
5336,B0058HWQO8,AJYCQWIPOM53D,"Wilda Walker ""Tazwalker""",0,0,1,1338854400,Too much for shipping,This is my 2nd review for this product.  The first one was supposed to be 75 words.  That would be too long for this item.  The product itself is good but the price for shipping for such a small item was ridiculous.  The package was small and light weight but I was charged $6.78 for shipping of a $4.99 item.  I have bought many items from amazon.com and it seems here lately that the shipping has gotten totally out of hand. I bought several items and the shipping was all together.  Therefore I did not know how much was charged for each item. I will not buy from this vendor again since they are making money on the shipping.  Enough said.
5364,B004565GV8,AJB5P7GVR0MT8,Harry the Horse,0,7,1,1311984000,Hydrogenated oils,"On top of the delightful aspartame, this comes complete with hydrogenated oils and is a dead ringer for Country Time Lemonade mix."
5365,B000G671RI,A3C99YBIB3V2K7,"Tiger in the Boat ""Tiger""",9,9,2,1317772800,A poor choice,"Instead of just being pork rinds, oil, salt and vinegar, they have lactose and maltodextrin on them, contributing to 2g of sugar per serving.  Many people (myself included) who buy this kind of snack who are on low carbohydrate diets; they will not be happy about the sugar.<br /><br />The labeling on the package is very strange, and I am surprised it gets by the nice government men who worry about this sort of thing.  It says Total Carbohydrates are less then 1g, so they get to put zero grams.  Ok, fair enough, I have seen that before.  But then the label admits to 2 grams of sugar, which is a carbohydrate.  How they can get away with saying they have zero grams of carbs when there are 2 grams of sugar is beyond me.  I assume it is just that nobody has caught them yet.<br /><br />Then there is protein.  The nutritional analysis says 8g of protein per serving.  Not bad for a snack food.  Right next to the 8g is says ""Not a significant source of protein.""  Huh...A slice of cheese is about 8 grams of protein, as is an ounce of meet.  I believe those are significant sources of protein.<br /><br />I went to their website, to check out the nutritional facts.  I did notice they were high in sodium.  What I missed was that they claim the number of servings in a 1.75 oz package was three (3), so the sodium in a package is actually three times higher.  I doubt many people expect a 1.75 oz package to be three servings.  I just looked up Fritos Corn chips.  A 2 oz package is considered a single serving package, and the analysis on the back shows one serving.  So when Fritos tells you the sodium level, it is only 320 mg for the entire package.  For these pork rinds, the 1.75 oz package is 900 mg of sodium, about half of your daily requirement.  A little steep for a snack.<br /><br />Although I went to their site to look at some nutritional info, they don't shows the label or the actual ingredients on their site or at Amazon.  If they had, I would not have purchased it.  They use partially hydrogenated oil, a kind of fat may be destructive to your health long term.  Since the government broke down and required that partially hydrogenated oil be listed on the label, a lot of the food industry has switched away from it, as people are correctly suspicious of it.<br /><br />To add insult to injury, I was unhappy with the taste.  They have a chemical, nasty taste.  I suppose that is subjective, but a few bites left me a little queasy.<br /><br />I feel bad having bought this, but perhaps my error will be of some use to others looking for a low carb snack.  Please pass this company's products by, and let's find someone else who can actually provide us the food we want and the information we need in a rational, ethical and legal way."
